251704.86	645747.7	3.8	3.8
251704.86	645737.7	3.76	3.76
251704.86	645727.7	3.74	3.74
251704.86	645717.7	3.37	3.37
251704.86	645707.7	3.17	3.17
251704.86	645697.7	3.2	3.2
251704.86	645687.7	3.28	3.28
251704.86	645677.7	3.21	3.21
251704.86	645667.7	3.24	3.24
251704.86	645657.7	3.55	3.55
251704.86	645647.7	3.48	3.48
251704.86	645637.7	3.72	3.72
251704.86	645627.7	3.35	3.35
251704.86	645617.7	3.61	3.61
251704.86	645607.7	3.72	3.72
251704.86	645597.7	3.71	3.71
251704.86	645587.7	3.77	3.77
251704.86	645577.7	3.77	3.77
251704.86	645567.7	3.39	3.39
251704.86	645557.7	3.54	3.54
251704.86	645547.7	3.41	3.41
251704.86	645537.7	3.42	3.42
251704.86	645527.7	3.62	3.62
251704.86	645517.7	3.69	3.69
251704.86	645507.7	3.68	3.68
251704.86	645497.7	3.65	3.65
251704.86	645487.7	3.61	3.61
251704.86	645477.7	3.63	3.63
251704.86	645467.7	3.59	3.59
251704.86	645457.7	3.69	3.69
251704.86	645447.7	3.64	3.64
251704.86	645437.7	3.65	3.65
251704.86	645427.7	3.64	3.64
251704.86	645417.7	3.58	3.58
251704.86	645407.7	3.58	3.58
251704.86	645397.7	3.69	3.69
251704.86	645387.7	3.44	3.44
251704.86	645377.7	3.46	3.46
251704.86	645367.7	3.49	3.49
251704.86	645357.7	3.65	3.65
251704.86	645347.7	3.75	3.75
251704.86	645337.7	3.51	3.51
251704.86	645327.7	3.6	3.6
251704.86	645317.7	3.3	3.3
251704.86	645307.7	3.65	3.65
251704.86	645297.7	3.76	3.76
251704.86	645287.7	3.69	3.69
251704.86	645277.7	3.68	3.68
251704.86	645267.7	3.68	3.68
251704.86	645257.7	3.67	3.67
251704.86	645247.7	3.62	3.62
251704.86	645237.7	3.64	3.64
251704.86	645137.7	3.87	3.87
251704.86	645127.7	3.74	3.74
251714.86	645857.7	3.57	3.57
251714.86	645847.7	3.62	3.62
251714.86	645837.7	3.59	3.59
251714.86	645827.7	3.6	3.6
251714.86	645817.7	3.84	3.84
251714.86	645807.7	3.56	3.56
251714.86	645797.7	3.5	3.5
251714.86	645787.7	3.16	3.16
251714.86	645777.7	3.35	3.35
251714.86	645767.7	3.69	3.69
251714.86	645757.7	3.52	3.52
251714.86	645747.7	3.68	3.68
251714.86	645737.7	3.35	3.35
251714.86	645727.7	3.48	3.48
251714.86	645717.7	3.61	3.61
251714.86	645707.7	3.18	3.18
251714.86	645697.7	3.19	3.19
251714.86	645687.7	3.2	3.2
251714.86	645677.7	3.31	3.31
251714.86	645667.7	3.38	3.38
251714.86	645657.7	3.23	3.23
251714.86	645647.7	3.25	3.25
251714.86	645637.7	3.5	3.5
251714.86	645627.7	3.35	3.35
251714.86	645617.7	3.71	3.71
251714.86	645607.7	3.75	3.75
251714.86	645597.7	3.8	3.8
251714.86	645587.7	3.66	3.66
251714.86	645577.7	3.44	3.44
251714.86	645567.7	3.19	3.19
251714.86	645557.7	3.52	3.52
251714.86	645547.7	3.54	3.54
251714.86	645537.7	3.62	3.62
251714.86	645527.7	3.54	3.54
251714.86	645517.7	3.57	3.57
251714.86	645507.7	3.69	3.69
251714.86	645497.7	3.68	3.68
251714.86	645487.7	3.65	3.65
251714.86	645477.7	3.58	3.58
251714.86	645467.7	3.67	3.67
251714.86	645457.7	3.66	3.66
251714.86	645447.7	3.44	3.44
251714.86	645437.7	3.64	3.64
251714.86	645427.7	3.63	3.63
251714.86	645417.7	3.64	3.64
251714.86	645407.7	3.56	3.56
251714.86	645397.7	3.61	3.61
251714.86	645387.7	3.46	3.46
251714.86	645377.7	3.46	3.46
251714.86	645367.7	3.43	3.43
251714.86	645357.7	3.61	3.61
251714.86	645347.7	3.61	3.61
251714.86	645337.7	3.32	3.32
251714.86	645327.7	3.31	3.31
251714.86	645317.7	3.26	3.26
251714.86	645307.7	3.54	3.54
251714.86	645297.7	3.29	3.29
251714.86	645287.7	3.6	3.6
251714.86	645277.7	3.59	3.59
251714.86	645267.7	3.56	3.56
